cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scage,idscas,scaot,scspn,scfmn,scgnm,sccol,SCCPTG,SCCMOG
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","26521","6855","","","14206","","5460","0","0"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","46045","0","","","46045","","0","0","0"
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","62944","22202","","","25135","","15607","0","0"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","2817","0","","","0","2528","289","0","0"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","8205","816","","","7389","","0","0","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","10808","1304","","","8260","","1244","0","0"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","20908000","2000","","","13569000","2531000","3455000","1351000","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","6/30/2019","11/18/2019","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","15185","363","","","7656","1169","4215","363","1419"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","6/30/2019","11/18/2019","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","368","0","","","0","0","368","0","0"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","6/30/2019","11/18/2019","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","46","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","144706","117002","","","27666","0","1","37","0"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","6/30/2019","11/18/2019","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","525","0","","","488","","37","0","0"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","6/30/2019","11/18/2019","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","28882","6937","","","21945","","0","0","0"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","6/30/2019","11/18/2019","SM","4845 Old Redwood Highway","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","10/31/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","21483","0","","","5976","","9402","0","6105"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","6/30/2019","11/18/2019","NM","26 Court Square","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","10087","6867","","","161","","2974","85","0"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","6/30/2019","11/18/2019","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","2003","2002","","","1","","0","0","0"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","6/30/2019","11/18/2019","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","47646","14707","","","6234","","15017","7232","4456"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","6/30/2019","11/18/2019","NM","275 Seventh Avenue","WORKERS UNITED","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","630976","24395","","","39861","16221","326198","83974","140327"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","6/30/2019","11/18/2019","NM","30 North Lasalle Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","156020","148785","","","7235","","0","0","0"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","6/30/2019","11/18/2019","N","410 S Taylor","AMARILLO NATIONAL BANCORP, INC.","33","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","214941","139997","","","40771","4345","24304","5524","0"
"28701","2179","206174","0","Ambler Savings Bank","Ambler","PA","19002","6/30/2019","11/18/2019","SB","155 E Butler Ave","","10","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","59194","20073","","","38976","","9","136","0"
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","6/30/2019","11/18/2019","SM","3590 Nj Highway 9 South","AMBOY BANCORPORATION","23","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","6492","0","","","6123","369","0","0","0"
"22953","14111","83638","1135972","Amerant Bank, National Association","Coral Gables","FL","33134","6/30/2019","11/18/2019","N","220 Alhambra Circle","AMERANT BANCORP INC.","24","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","10/23/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","1213650","126147","","","316068","123481","473950","90820","83184"
"27267","0","1169650","0","Amerasia Bank","Flushing","NY","11355","6/30/2019","11/18/2019","NM","41-06 Main Street","","6","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","954","863","","","91","","0","0","0"
"8893","0","440857","1064492","America's Community Bank","Blue Springs","MO","64015","6/30/2019","11/18/2019","SM","1100 West Main Street","URICH BANCORP, INC.","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","0","0","","","0","","0","0","0"
"20311","10556","630555","1121993","American Bank","Bozeman","MT","59715","6/30/2019","11/18/2019","NM","1632 West Main Street","GUARANTY DEVELOPMENT COMPANY","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","26743","2709","","","3180","","20714","140","0"
"34422","15591","2580243","3008753","American Bank","Allentown","PA","18104","6/30/2019","11/18/2019","SM","4029 West Tilghman Street","AMERICAN BANK INCORPORATED","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","49229","30207","","","4082","0","13139","1801","0"
"59157","0","5230790","0","American Bank & Trust","Monroe","NC","28110","6/30/2019","11/18/2019","NM","3302 Highway 74 West","","1","0","0","7","0","Union","16740","Charlotte-Concord-Gastonia, NC-SC","5/20/2019","5/20/2019","5/21/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","0","0","","","0","","0","0","0"
"1117","0","275358","1131406","American Bank & Trust","Wessington Sprin","SD","57382","6/30/2019","11/18/2019","NM","120 East Main Street","LEACKCO BANK HOLDING COMPANY, INC.","13","0","0","2","1","Jerauld","","","1/1/1892","1/1/1934","7/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","69272","3982","","","39301","","13672","2248","10069"
"19234","0","597452","1104615","American Bank & Trust Company","Covington","LA","70433","6/30/2019","11/18/2019","NM","1819 N. Columbia Street","AMERICAN BANCSHARES, INC.","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","1004","1003","","","1","","0","0","0"
"17906","0","83834","1085349","American Bank & Trust Company","Opelousas","LA","70570","6/30/2019","11/18/2019","NM","307 East Landry Street","AMERICAN BANCORP, INC.","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","18823","1399","","","7412","863","9149","0","0"
"35568","0","2919898","1119404","American Bank & Trust Company, Inc.","Bowling Green","KY","42103","6/30/2019","11/18/2019","NM","1302 Scottsville Road","FIRST BRECKINRIDGE BANCSHARES, INC.","5","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.ambanking.com","28732","5509","","","14365","0","6796","1008","1054"
"31980","7685","718079","2226475","American Bank & Trust of the Cumberlands","Livingston","TN","38570","6/30/2019","11/18/2019","NM","808 West Main Street","AMERICAN BANCSHARES CORP.","3","0","0","4","1","Overton","","","1/1/1978","8/10/1979","2/14/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","3384","727","","","1392","","1265","0","0"
"20537","16110","452159","0","American Bank and Trust Company","Tulsa","OK","74135","6/30/2019","11/18/2019","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","3/23/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","americanbanktulsa.com","73589","73589","","","0","","0","0","0"
"34955","0","2733263","1138610","American Bank and Trust Company, National Association","Davenport","IA","52807","6/30/2019","11/18/2019","N","4301 East 53rd Street","AMBANK HOLDINGS, INC.","9","0","1","4","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","35912","5707","","","22335","","7870","0","0"
"22559","14001","971959","1133781","American Bank Center","Dickinson","ND","58601","6/30/2019","11/18/2019","NM","140 1st Avenue West","AMERICAN BANCOR, LTD.","17","0","1","2","0","Stark","","","12/1/1977","12/1/1977","9/19/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.weareamerican.bank","260486","127623","","","43709","361","878","19880","68035"
"4624","9208","1002953","1065444","American Bank of Baxter Springs","Baxter Springs","KS","66713","6/30/2019","11/18/2019","SM","1201 Military Avenue","AMERICAN BANCSHARES, INC.","3","0","0","2","1","Cherokee","","","1/1/1917","1/1/1934","10/28/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","","16209","2491","","","13718","","0","0","0"
"5283","0","510648","3009938","American Bank of Beaver Dam","Beaver Dam","WI","53916","6/30/2019","11/18/2019","NM","115 Front Street","AMERICAN NATIONAL BANK OF BEAVER DAM EMPLOYEE STOCK OWNERSHIP TRUST","5","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","8/27/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","8253","4892","","","515","","2846","0","0"
"18609","0","215662","1107193","American Bank of Commerce","Wolfforth","TX","79382","6/30/2019","11/18/2019","NM","U.S. Hwy. 82 & Loop 193","AMERICO BANCSHARES, INC.","15","0","1","4","0","Lubbock","31180","Lubbock, TX","9/11/1962","10/11/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.theabcbank.com","192856","95389","","","92895","597","0","0","3975"
"15423","0","568359","3450521","American Bank of Missouri","Wellsville","MO","63384","6/30/2019","11/18/2019","NM","127 West Hudson","EVERGREEN BANCSHARES, INC.","8","0","0","4","0","Montgomery","","","3/15/1880","9/14/1936","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.americanbankofmissouri.bank","13753","3848","","","395","346","9164","0","0"
"34606","14577","2684552","3043008","American Bank of Oklahoma","Collinsville","OK","74021","6/30/2019","11/18/2019","NM","200 East Main Street","AMERIBANK HOLDING COMPANY","6","0","0","4","0","Tulsa","46140","Tulsa, OK","4/1/1998","4/1/1998","12/26/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.americanbankok.com","0","0","","","0","0","0","0","0"
"5216","10623","716655","4792022","American Bank of the North","Nashwauk","MN","55769","6/30/2019","11/18/2019","NM","117 Central Avenue","PARK FINANCIAL GROUP, INC.","13","0","0","4","0","Itasca","","","1/1/1920","1/1/1934","11/2/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","64663","64663","","","0","","0","0","0"
"23886","10721","307361","1110045","American Bank, National Association","Waco","TX","76712","6/30/2019","11/18/2019","N","200 West State Highway 6","AMERICAN NATIONAL BANCSHARES, INC.","3","0","0","4","1","Mclennan","47380","Waco, TX","6/11/1982","6/11/1982","12/3/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","47497","0","","","47497","","0","0","0"
